Year,Інфекційні захворювання,Вік,Область,Value
2022,Туберкульоз,до 1 року,Черкаська,85.2
2022,Поліомієліт,до 1 року,Черкаська,90.7
2022,Поліомієліт,18 місяців,Черкаська,85.5
2022,Поліомієліт,6 років,Черкаська,78.1
2022,Поліомієліт,14 років,Черкаська,77.6
2022,"Дифтерія, правець",до 1 року,Черкаська,92.9
2022,Кашлюк,до 1 року,Черкаська,92.9
2022,"Дифтерія, правець",18 місяців,Черкаська,91.1
2022,Кашлюк,18 місяців,Черкаська,91.1
2022,"Дифтерія, правець",6 років,Черкаська,79.7
2022,"Дифтерія, правець",дорослі,Черкаська,57.2
2022,"Кір, паротит, краснуха",1 рік,Черкаська,88.3
2022,"Кір, паротит, краснуха",6 років,Черкаська,81.2
2022,Гепатит В,до 1 року,Черкаська,85.9
2022,Туберкульоз,до 1 року,Чернівецька,89.9
2022,Поліомієліт,до 1 року,Чернівецька,78.4
2022,Поліомієліт,18 місяців,Чернівецька,67.4
2022,Поліомієліт,6 років,Чернівецька,60.1
2022,Поліомієліт,14 років,Чернівецька,52.2
2022,"Дифтерія, правець",до 1 року,Чернівецька,81.5
2022,Кашлюк,до 1 року,Чернівецька,81.5
2022,"Дифтерія, правець",18 місяців,Чернівецька,80.3
2022,Кашлюк,18 місяців,Чернівецька,80.3
2022,"Дифтерія, правець",6 років,Чернівецька,77.8
2022,"Дифтерія, правець",дорослі,Чернівецька,25.8
2022,"Кір, паротит, краснуха",1 рік,Чернівецька,84.3
2022,"Кір, паротит, краснуха",6 років,Чернівецька,69.7
2022,Гепатит В,до 1 року,Чернівецька,61.4
2022,Туберкульоз,до 1 року,Чернігівська,86.3
2022,Поліомієліт,до 1 року,Чернігівська,77.0
2022,Поліомієліт,18 місяців,Чернігівська,79.6
2022,Поліомієліт,6 років,Чернігівська,72.6
2022,Поліомієліт,14 років,Чернігівська,68.0
2022,"Дифтерія, правець",до 1 року,Чернігівська,82.3
2022,Кашлюк,до 1 року,Чернігівська,82.3
2022,"Дифтерія, правець",18 місяців,Чернігівська,82.6
2022,Кашлюк,18 місяців,Чернігівська,82.6
2022,"Дифтерія, правець",6 років,Чернігівська,69.3
2022,"Дифтерія, правець",дорослі,Чернігівська,48.5
2022,"Кір, паротит, краснуха",1 рік,Чернігівська,82.6
2022,"Кір, паротит, краснуха",6 років,Чернігівська,76.9
2022,Гепатит В,до 1 року,Чернігівська,73.2
2023,Туберкульоз,до 1 року,Вінницька,79.9
2023,Поліомієліт,до 1 року,Вінницька,85.2
2023,Поліомієліт,18 місяців,Вінницька,89.5
2023,Поліомієліт,6 років,Вінницька,82.1
2023,Поліомієліт,14 років,Вінницька,73.2
2023,"Дифтерія, правець",до 1 року,Вінницька,79.5
2023,Кашлюк,до 1 року,Вінницька,79.5
2023,"Дифтерія, правець",18 місяців,Вінницька,83.7
2023,Кашлюк,18 місяців,Вінницька,83.7
2023,"Дифтерія, правець",6 років,Вінницька,67.5
2023,"Дифтерія, правець",дорослі,Вінницька,48.3
2023,"Кір, паротит, краснуха",1 рік,Вінницька,96.2
2023,"Кір, паротит, краснуха",6 років,Вінницька,87.7
2023,Гепатит В,до 1 року,Вінницька,78.1
2023,Туберкульоз,до 1 року,Волинська,89.4
2023,Поліомієліт,до 1 року,Волинська,85.0
2023,Поліомієліт,18 місяців,Волинська,85.6
2023,Поліомієліт,6 років,Волинська,89.0
2023,Поліомієліт,14 років,Волинська,88.0
2023,"Дифтерія, правець",до 1 року,Волинська,83.5
2023,Кашлюк,до 1 року,Волинська,83.5
2023,"Дифтерія, правець",18 місяців,Волинська,84.8
2023,Кашлюк,18 місяців,Волинська,84.8
2023,"Дифтерія, правець",6 років,Волинська,81.2
2023,"Дифтерія, правець",дорослі,Волинська,59.0
2023,"Кір, паротит, краснуха",1 рік,Волинська,98.8
2023,"Кір, паротит, краснуха",6 років,Волинська,95.7
2023,Гепатит В,до 1 року,Волинська,85.4
2023,Туберкульоз,до 1 року,Дніпропетровська,83.0
2023,Поліомієліт,до 1 року,Дніпропетровська,84.5
2023,Поліомієліт,18 місяців,Дніпропетровська,94.7
2023,Поліомієліт,6 років,Дніпропетровська,91.1
2023,Поліомієліт,14 років,Дніпропетровська,85.1
2023,"Дифтерія, правець",до 1 року,Дніпропетровська,82.2
2023,Кашлюк,до 1 року,Дніпропетровська,82.2
2023,"Дифтерія, правець",18 місяців,Дніпропетровська,85.2
2023,Кашлюк,18 місяців,Дніпропетровська,85.2
2023,"Дифтерія, правець",6 років,Дніпропетровська,71.9
2023,"Дифтерія, правець",дорослі,Дніпропетровська,35.5
2023,"Кір, паротит, краснуха",1 рік,Дніпропетровська,92.6
2023,"Кір, паротит, краснуха",6 років,Дніпропетровська,91.7
2023,Гепатит В,до 1 року,Дніпропетровська,79.5
2023,Туберкульоз,до 1 року,Донецька,89.8
2023,Поліомієліт,до 1 року,Донецька,79.4
2023,Поліомієліт,18 місяців,Донецька,78.8
2023,Поліомієліт,6 років,Донецька,82.2
2023,Поліомієліт,14 років,Донецька,72.1
2023,"Дифтерія, правець",до 1 року,Донецька,76.0
2023,Кашлюк,до 1 року,Донецька,76.0
2023,"Дифтерія, правець",18 місяців,Донецька,75.2
2023,Кашлюк,18 місяців,Донецька,75.2
2023,"Дифтерія, правець",6 років,Донецька,80.4
2023,"Дифтерія, правець",дорослі,Донецька,55.9
2023,"Кір, паротит, краснуха",1 рік,Донецька,94.8
2023,"Кір, паротит, краснуха",6 років,Донецька,79.8
2023,Гепатит В,до 1 року,Донецька,79.6
2023,Туберкульоз,до 1 року,Житомирська,74.7
2023,Поліомієліт,до 1 року,Житомирська,90.7
2023,Поліомієліт,18 місяців,Житомирська,86.2
2023,Поліомієліт,6 років,Житомирська,85.6
2023,Поліомієліт,14 років,Житомирська,84.5
2023,"Дифтерія, правець",до 1 року,Житомирська,88.4
2023,Кашлюк,до 1 року,Житомирська,88.4
